2018-12-12T17:25:00.5137024+00:00 13975968 
2018-12-12T17:25:00.5712768+00:00 13975975 
2018-12-12T17:25:00.5788928+00:00 13975976 
2018-12-12T17:25:00.5843072+00:00 13975977 
2018-12-12T17:25:00.5965824+00:00 13975978 
2018-12-12T17:25:00.6075264+00:00 13975979 
2018-12-12T17:25:00.6139648+00:00 13975980 
2018-12-12T17:25:00.6192768+00:00 13975981 
2018-12-12T17:25:00.6256128+00:00 13975982 
2018-12-12T17:25:00.6328448+00:00 13975983 
2018-12-12T17:25:00.6404096+00:00 13975984 
2018-12-12T17:25:00.6486528+00:00 13975985 
2018-12-12T17:25:00.6585472+00:00 13975986 
2018-12-12T17:25:00.6654464+00:00 13975987 
2018-12-12T17:25:00.6743552+00:00 13975988 
2018-12-12T17:25:00.6819072+00:00 13975989 
2018-12-12T17:25:00.6903424+00:00 13975990 
2018-12-12T17:25:00.6987008+00:00 13975991 
2018-12-12T17:25:00.7069440+00:00 13975992 
2018-12-12T17:25:00.7159296+00:00 13975993 
2018-12-12T17:25:00.7236480+00:00 13975994 
2018-12-12T17:25:00.7327744+00:00 13975995 
2018-12-12T17:25:00.7406080+00:00 13975996 
2018-12-12T17:25:00.7488384+00:00 13975997 
2018-12-12T17:25:00.7571840+00:00 13975998 
2018-12-12T17:25:00.7675648+00:00 13975999 
2018-12-12T17:25:00.7744128+00:00 13976000 
2018-12-12T17:25:00.7821696+00:00 13976001 
2018-12-12T17:25:00.7906432+00:00 13976002 
2018-12-12T17:25:00.7994112+00:00 13976003 
2018-12-12T17:25:00.8070016+00:00 13976004 
2018-12-12T17:25:00.8154240+00:00 13976005 
2018-12-12T17:25:00.8237824+00:00 13976006 
2018-12-12T17:25:00.8320896+00:00 13976007 
2018-12-12T17:25:00.8450304+00:00 13976008 
2018-12-12T17:25:00.8506112+00:00 13976009 
2018-12-12T17:25:00.8579584+00:00 13976010 
2018-12-12T17:25:00.8659840+00:00 13976011 
2018-12-12T17:25:00.8736128+00:00 13976012 
2018-12-12T17:25:00.8822656+00:00 13976013 
2018-12-12T17:25:00.8904576+00:00 13976014 
2018-12-12T17:25:00.8996224+00:00 13976015 
2018-12-12T17:25:00.9070848+00:00 13976016 
2018-12-12T17:25:00.9173632+00:00 13976017 
2018-12-12T17:25:00.9240832+00:00 13976018 
2018-12-12T17:25:00.9320960+00:00 13976019 
2018-12-12T17:25:00.9403776+00:00 13976020 
2018-12-12T17:25:00.9494912+00:00 13976021 
2018-12-12T17:25:00.9617024+00:00 13976022 
2018-12-12T17:25:00.9668096+00:00 13976023 
2018-12-12T17:25:00.9738752+00:00 13976024 
2018-12-12T17:25:00.9824512+00:00 13976025 
2018-12-12T17:25:00.9906816+00:00 13976026 
2018-12-12T17:25:00.9990144+00:00 13976027 
2018-12-12T17:25:01.0119168+00:00 13976028 
2018-12-12T17:25:01.0184832+00:00 13976029 
2018-12-12T17:25:01.0267776+00:00 13976030 
2018-12-12T17:25:01.0326528+00:00 13976031 
2018-12-12T17:25:01.0414720+00:00 13976032 
2018-12-12T17:25:01.0488576+00:00 13976033 
2018-12-12T17:25:01.0573184+00:00 13976034 
2018-12-12T17:25:01.0753664+00:00 13976035 
2018-12-12T17:25:01.0818816+00:00 13976036 
2018-12-12T17:25:01.0877952+00:00 13976037 
2018-12-12T17:25:01.0933120+00:00 13976038 
2018-12-12T17:25:01.0988160+00:00 13976039 
2018-12-12T17:25:01.1075200+00:00 13976040 
2018-12-12T17:25:01.1193856+00:00 13976041 
2018-12-12T17:25:01.1269632+00:00 13976042 
