2018-12-12T17:25:00.2392192+00:00 VideoStart  
2018-12-12T17:25:00.4185344+00:00 TrialRewardType FoodTrial 
2018-12-12T17:25:00.4190080+00:00 TrialBallType StableBall 
2018-12-12T17:25:04.7959168+00:00 TrialStart  
2018-12-12T17:25:05.0789888+00:00 BallOn  
2018-12-12T17:25:06.1269120+00:00 BallTracking (-0.9166461, -0.06741899) 
2018-12-12T17:25:06.1352448+00:00 BallTracking (-0.9165449, -0.06742845) 
2018-12-12T17:25:06.1435776+00:00 BallTracking (-0.9165002, -0.06743792) 
2018-12-12T17:25:06.1519232+00:00 BallTracking (-0.9165121, -0.06744739) 
2018-12-12T17:25:06.1602432+00:00 BallTracking (-0.9165807, -0.06745686) 
2018-12-12T17:25:06.1686016+00:00 BallTracking (-0.9167058, -0.06746633) 
2018-12-12T17:25:06.1769216+00:00 BallTracking (-0.9168875, -0.0674758) 
2018-12-12T17:25:06.1852544+00:00 BallTracking (-0.9171258, -0.06748527) 
2018-12-12T17:25:06.1935744+00:00 BallTracking (-0.9174207, -0.06749474) 
2018-12-12T17:25:06.2019072+00:00 BallTracking (-0.9177721, -0.0675042) 
2018-12-12T17:25:06.2102656+00:00 BallTracking (-0.9181802, -0.06751367) 
2018-12-12T17:25:06.2185856+00:00 BallTracking (-0.9186448, -0.06752314) 
2018-12-12T17:25:06.2279040+00:00 BallTracking (-0.9191661, -0.06753261) 
2018-12-12T17:25:06.2352640+00:00 BallTracking (-0.9197439, -0.06754207) 
2018-12-12T17:25:06.2435968+00:00 BallTracking (-0.9203783, -0.06755154) 
2018-12-12T17:25:06.2519296+00:00 BallTracking (-0.9210693, -0.06756101) 
2018-12-12T17:25:06.2602496+00:00 BallTracking (-0.9218169, -0.06757048) 
2018-12-12T17:25:06.2685824+00:00 BallTracking (-0.9226211, -0.06757994) 
2018-12-12T17:25:06.2769408+00:00 BallTracking (-0.9234818, -0.06758941) 
2018-12-12T17:25:06.2852608+00:00 BallTracking (-0.9243991, -0.06759888) 
2018-12-12T17:25:06.2936064+00:00 BallTracking (-0.9253731, -0.06760835) 
2018-12-12T17:25:06.3019392+00:00 BallTracking (-0.9264036, -0.06761781) 
2018-12-12T17:25:06.3102592+00:00 BallTracking (-0.9274908, -0.06762728) 
2018-12-12T17:25:06.3185920+00:00 BallTracking (-0.9286345, -0.06763675) 
2018-12-12T17:25:06.3269376+00:00 BallTracking (-0.9284235, -0.0676477) 
2018-12-12T17:25:06.3352576+00:00 BallTracking (-0.9282547, -0.06765866) 
2018-12-12T17:25:06.3436032+00:00 BallTracking (-0.9281197, -0.06766964) 
2018-12-12T17:25:06.3519232+00:00 BallTracking (-0.9280117, -0.06768066) 
2018-12-12T17:25:06.3602688+00:00 BallTracking (-0.9279253, -0.06769171) 
2018-12-12T17:25:06.3685888+00:00 BallTracking (-0.9278561, -0.0677028) 
2018-12-12T17:25:06.3769216+00:00 BallTracking (-0.9278008, -0.06771394) 
2018-12-12T17:25:06.3852672+00:00 BallTracking (-0.9277566, -0.06772513) 
2018-12-12T17:25:06.3936000+00:00 BallTracking (-0.9277212, -0.06773636) 
2018-12-12T17:25:06.4019328+00:00 BallTracking (-0.9276929, -0.06774765) 
2018-12-12T17:25:06.4102656+00:00 BallTracking (-0.9276703, -0.06775899) 
2018-12-12T17:25:06.4185984+00:00 BallTracking (-0.9276521, -0.06777038) 
2018-12-12T17:25:06.4269440+00:00 BallTracking (-0.9276377, -0.06778184) 
2018-12-12T17:25:06.4355200+00:00 BallTracking (-0.9276261, -0.06779335) 
2018-12-12T17:25:06.4435968+00:00 BallTracking (-0.9276168, -0.06780491) 
2018-12-12T17:25:06.4519424+00:00 BallTracking (-0.9276094, -0.06781653) 
2018-12-12T17:25:06.4602624+00:00 BallTracking (-0.9276035, -0.06782821) 
2018-12-12T17:25:06.4686080+00:00 BallTracking (-0.9275987, -0.06783995) 
2018-12-12T17:25:06.4769280+00:00 BallTracking (-0.927595, -0.06785174) 
2018-12-12T17:25:06.4852864+00:00 BallTracking (-0.9275919, -0.0678636) 
2018-12-12T17:25:06.4936192+00:00 BallTracking (-0.9275895, -0.06787551) 
2018-12-12T17:25:06.5019648+00:00 BallTracking (-0.9275876, -0.06788748) 
2018-12-12T17:25:06.5102720+00:00 BallTracking (-0.927586, -0.06789951) 
2018-12-12T17:25:06.5186560+00:00 BallTracking (-0.9275848, -0.0679116) 
2018-12-12T17:25:06.5269504+00:00 BallTracking (-0.9275838, -0.06792375) 
2018-12-12T17:25:06.5364992+00:00 BallTracking (-0.927583, -0.06793595) 
2018-12-12T17:25:06.5436288+00:00 BallTracking (-0.9275824, -0.06794822) 
2018-12-12T17:25:06.5519488+00:00 BallTracking (-0.9275819, -0.06796055) 
2018-12-12T17:25:06.5602816+00:00 BallTracking (-0.9275815, -0.06797293) 
2018-12-12T17:25:06.5686272+00:00 BallTracking (-0.9275812, -0.06798537) 
2018-12-12T17:25:06.5769728+00:00 BallTracking (-0.927581, -0.06799787) 
2018-12-12T17:25:06.5858304+00:00 BallTracking (-0.9275808, -0.06801043) 
2018-12-12T17:25:06.5936256+00:00 BallTracking (-0.9275806, -0.06802306) 
2018-12-12T17:25:06.6019584+00:00 BallTracking (-0.9275805, -0.06803574) 
2018-12-12T17:25:06.6103168+00:00 BallTracking (-0.9275804, -0.06804848) 
2018-12-12T17:25:06.6186240+00:00 BallTracking (-0.9275803, -0.06806128) 
2018-12-12T17:25:06.6269696+00:00 BallTracking (-0.9275803, -0.06807414) 
2018-12-12T17:25:06.6353152+00:00 BallTracking (-0.9275802, -0.06808705) 
2018-12-12T17:25:06.6436480+00:00 BallTracking (-0.9275802, -0.06810003) 
2018-12-12T17:25:06.6519680+00:00 BallTracking (-0.9275802, -0.06811307) 
2018-12-12T17:25:06.6603136+00:00 BallTracking (-0.9275802, -0.06812616) 
2018-12-12T17:25:06.6686464+00:00 BallTracking (-0.9275802, -0.06813931) 
2018-12-12T17:25:06.6771456+00:00 BallTracking (-0.9275802, -0.06815252) 
2018-12-12T17:25:06.6854784+00:00 BallTracking (-0.9275801, -0.0681658) 
2018-12-12T17:25:06.6938112+00:00 BallTracking (-0.9275801, -0.06817913) 
2018-12-12T17:25:06.7021440+00:00 BallTracking (-0.9276367, -0.06819246) 
2018-12-12T17:25:06.7104768+00:00 BallTracking (-0.9276254, -0.06820592) 
2018-12-12T17:25:06.7188096+00:00 BallTracking (-0.9276164, -0.06821945) 
2018-12-12T17:25:06.7273600+00:00 BallTracking (-0.9276091, -0.06823302) 
2018-12-12T17:25:06.7354880+00:00 BallTracking (-0.9276034, -0.06824666) 
2018-12-12T17:25:06.7438336+00:00 BallTracking (-0.9275987, -0.06826035) 
2018-12-12T17:25:06.7521536+00:00 BallTracking (-0.927595, -0.0682741) 
2018-12-12T17:25:06.7604864+00:00 BallTracking (-0.927592, -0.06828791) 
2018-12-12T17:25:06.7688320+00:00 BallTracking (-0.9275897, -0.06830177) 
2018-12-12T17:25:06.7771520+00:00 BallTracking (-0.9275878, -0.0683157) 
2018-12-12T17:25:06.7854848+00:00 BallTracking (-0.9275863, -0.06832968) 
2018-12-12T17:25:06.7938176+00:00 BallTracking (-0.9275851, -0.06834373) 
2018-12-12T17:25:06.8021632+00:00 BallTracking (-0.9275842, -0.06835783) 
2018-12-12T17:25:06.8104960+00:00 BallTracking (-0.9275834, -0.068372) 
2018-12-12T17:25:06.8188160+00:00 BallTracking (-0.9275828, -0.06838622) 
2018-12-12T17:25:06.8271744+00:00 BallTracking (-0.9275823, -0.06840049) 
2018-12-12T17:25:06.8354944+00:00 BallTracking (-0.927582, -0.06841484) 
2018-12-12T17:25:06.8438272+00:00 BallTracking (-0.9275816, -0.06842923) 
2018-12-12T17:25:06.8521600+00:00 BallTracking (-0.9275814, -0.06844369) 
2018-12-12T17:25:06.8605056+00:00 BallTracking (-0.9275812, -0.06845821) 
2018-12-12T17:25:06.8688384+00:00 BallTracking (-0.9275811, -0.06847279) 
2018-12-12T17:25:06.8776448+00:00 BallTracking (-0.927581, -0.06848742) 
2018-12-12T17:25:06.8859392+00:00 BallTracking (-0.9275808, -0.06850211) 
2018-12-12T17:25:06.8942720+00:00 BallTracking (-0.9275808, -0.06851687) 
2018-12-12T17:25:06.9026048+00:00 BallTracking (-0.9275808, -0.06853168) 
2018-12-12T17:25:06.9109376+00:00 BallTracking (-0.9275807, -0.06854656) 
2018-12-12T17:25:06.9192704+00:00 BallTracking (-0.9275807, -0.06856149) 
2018-12-12T17:25:06.9276160+00:00 BallTracking (-0.9275807, -0.06857648) 
2018-12-12T17:25:06.9359488+00:00 BallTracking (-0.9275807, -0.06859153) 
2018-12-12T17:25:06.9442816+00:00 BallTracking (-0.9275807, -0.06860664) 
2018-12-12T17:25:06.9526272+00:00 BallTracking (-0.9275807, -0.06862181) 
2018-12-12T17:25:06.9609728+00:00 BallTracking (-0.9275806, -0.06863704) 
2018-12-12T17:25:06.9692800+00:00 BallTracking (-0.9276372, -0.06865226) 
2018-12-12T17:25:06.9776256+00:00 BallTracking (-0.9276259, -0.06866762) 
2018-12-12T17:25:06.9860864+00:00 BallTracking (-0.9276168, -0.06868304) 
2018-12-12T17:25:06.9942784+00:00 BallTracking (-0.9276096, -0.06869851) 
2018-12-12T17:25:07.0026112+00:00 BallTracking (-0.9276038, -0.06871404) 
2018-12-12T17:25:07.0109568+00:00 BallTracking (-0.9275992, -0.06872963) 
2018-12-12T17:25:07.0192768+00:00 BallTracking (-0.9275955, -0.06874528) 
2018-12-12T17:25:07.0276224+00:00 BallTracking (-0.9275926, -0.06876098) 
2018-12-12T17:25:07.0361344+00:00 BallTracking (-0.9275902, -0.06877674) 
2018-12-12T17:25:07.0443136+00:00 BallTracking (-0.9275883, -0.06879257) 
2018-12-12T17:25:07.0526208+00:00 BallTracking (-0.9275868, -0.06880845) 
2018-12-12T17:25:07.0609664+00:00 BallTracking (-0.9275856, -0.06882439) 
2018-12-12T17:25:07.0692864+00:00 BallTracking (-0.9275847, -0.06884038) 
2018-12-12T17:25:07.0776192+00:00 BallTracking (-0.9275839, -0.06885645) 
2018-12-12T17:25:07.0859648+00:00 BallTracking (-0.9275833, -0.06887256) 
2018-12-12T17:25:07.0942720+00:00 BallTracking (-0.9275829, -0.06888874) 
2018-12-12T17:25:07.1026304+00:00 BallTracking (-0.9275824, -0.06890497) 
2018-12-12T17:25:07.1109760+00:00 BallTracking (-0.9275821, -0.06892127) 
2018-12-12T17:25:07.1192832+00:00 BallTracking (-0.9275819, -0.06893762) 
2018-12-12T17:25:07.1276544+00:00 BallTracking (-0.9275817, -0.06895404) 
2018-12-12T17:25:07.1359616+00:00 BallTracking (-0.9275815, -0.06897051) 
2018-12-12T17:25:07.1443200+00:00 BallTracking (-0.9275815, -0.06898704) 
2018-12-12T17:25:07.1526272+00:00 BallTracking (-0.9275814, -0.06900363) 
2018-12-12T17:25:07.1609728+00:00 BallTracking (-0.9275813, -0.06902029) 
2018-12-12T17:25:07.1692928+00:00 BallTracking (-0.9275813, -0.06903699) 
2018-12-12T17:25:07.1776384+00:00 BallTracking (-0.9275813, -0.06905376) 
2018-12-12T17:25:07.1859712+00:00 BallTracking (-0.9275812, -0.06907059) 
2018-12-12T17:25:07.1943040+00:00 BallTracking (-0.9275812, -0.06908748) 
2018-12-12T17:25:07.2026240+00:00 BallTracking (-0.9275812, -0.06910443) 
2018-12-12T17:25:07.2109696+00:00 BallTracking (-0.9275812, -0.06912143) 
2018-12-12T17:25:07.2193024+00:00 BallTracking (-0.9275812, -0.06913849) 
2018-12-12T17:25:07.2276352+00:00 BallTracking (-0.9275812, -0.06915562) 
2018-12-12T17:25:07.2359808+00:00 BallTracking (-0.9275812, -0.0691728) 
2018-12-12T17:25:07.2443008+00:00 BallTracking (-0.9275812, -0.06919004) 
2018-12-12T17:25:07.2526336+00:00 BallTracking (-0.9275812, -0.06920735) 
2018-12-12T17:25:07.2609664+00:00 BallTracking (-0.9276378, -0.06922465) 
2018-12-12T17:25:07.2693120+00:00 BallTracking (-0.9276265, -0.06924208) 
2018-12-12T17:25:07.2776320+00:00 BallTracking (-0.9276174, -0.06925957) 
2018-12-12T17:25:07.2869632+00:00 BallTracking (-0.9276102, -0.06927712) 
2018-12-12T17:25:07.2943104+00:00 BallTracking (-0.9276044, -0.06929472) 
2018-12-12T17:25:07.3026432+00:00 BallTracking (-0.9275998, -0.06931238) 
2018-12-12T17:25:07.3109760+00:00 BallTracking (-0.9275962, -0.0693301) 
2018-12-12T17:25:07.3193088+00:00 BallTracking (-0.9275932, -0.06934788) 
2018-12-12T17:25:07.3276416+00:00 BallTracking (-0.9275908, -0.06936572) 
2018-12-12T17:25:07.3361536+00:00 BallTracking (-0.9275889, -0.06938361) 
2018-12-12T17:25:07.3443968+00:00 BallTracking (-0.9275874, -0.06940157) 
2018-12-12T17:25:07.3526528+00:00 BallTracking (-0.9275863, -0.06941959) 
2018-12-12T17:25:07.3609984+00:00 BallTracking (-0.9275853, -0.06943765) 
2018-12-12T17:25:07.3693184+00:00 BallTracking (-0.9275845, -0.06945579) 
2018-12-12T17:25:07.3776640+00:00 BallTracking (-0.9275839, -0.06947398) 
2018-12-12T17:25:07.3859840+00:00 BallTracking (-0.9275835, -0.06949223) 
2018-12-12T17:25:07.3943168+00:00 BallTracking (-0.9275831, -0.06951054) 
2018-12-12T17:25:07.4026496+00:00 BallTracking (-0.9275828, -0.06952891) 
2018-12-12T17:25:07.4109952+00:00 BallTracking (-0.9275826, -0.06954733) 
2018-12-12T17:25:07.4193152+00:00 BallTracking (-0.9275824, -0.06956583) 
2018-12-12T17:25:07.4293376+00:00 BallTracking (-0.9275821, -0.06960297) 
2018-12-12T17:25:07.4376576+00:00 BallTracking (-0.927582, -0.06962164) 
2018-12-12T17:25:07.4459904+00:00 BallTracking (-0.927582, -0.06964036) 
2018-12-12T17:25:07.4543232+00:00 BallTracking (-0.9275819, -0.06965914) 
2018-12-12T17:25:07.4626688+00:00 BallTracking (-0.9275819, -0.06967799) 
2018-12-12T17:25:07.4709888+00:00 BallTracking (-0.9275818, -0.06969689) 
2018-12-12T17:25:07.4793344+00:00 BallTracking (-0.9275818, -0.06971585) 
2018-12-12T17:25:07.4876544+00:00 BallTracking (-0.9275818, -0.06973487) 
2018-12-12T17:25:07.4961664+00:00 BallTracking (-0.9275818, -0.06975389) 
2018-12-12T17:25:07.5043328+00:00 BallTracking (-0.9275818, -0.06977291) 
2018-12-12T17:25:07.5126784+00:00 BallTracking (-0.9275818, -0.06979194) 
2018-12-12T17:25:07.5210240+00:00 BallTracking (-0.9275818, -0.06981101) 
2018-12-12T17:25:07.5293312+00:00 BallTracking (-0.9275818, -0.06983015) 
2018-12-12T17:25:07.5376640+00:00 BallTracking (-0.9276384, -0.06984929) 
2018-12-12T17:25:07.5460096+00:00 BallTracking (-0.9276271, -0.06986856) 
2018-12-12T17:25:07.5543296+00:00 BallTracking (-0.9276181, -0.06988788) 
2018-12-12T17:25:07.5630976+00:00 BallTracking (-0.9276109, -0.06990727) 
2018-12-12T17:25:07.5710208+00:00 BallTracking (-0.9276051, -0.06992671) 
2018-12-12T17:25:07.5793408+00:00 BallTracking (-0.9276005, -0.06994621) 
2018-12-12T17:25:07.5876864+00:00 BallTracking (-0.9275968, -0.06996576) 
2018-12-12T17:25:07.5960064+00:00 BallTracking (-0.9275938, -0.06998538) 
2018-12-12T17:25:07.6043520+00:00 BallTracking (-0.9275915, -0.07000505) 
2018-12-12T17:25:07.6126848+00:00 BallTracking (-0.9275896, -0.07002479) 
2018-12-12T17:25:07.6210048+00:00 BallTracking (-0.9275881, -0.07004458) 
2018-12-12T17:25:07.6293376+00:00 BallTracking (-0.9275869, -0.07006443) 
2018-12-12T17:25:07.6376832+00:00 BallTracking (-0.927586, -0.07008434) 
2018-12-12T17:25:07.6461568+00:00 BallTracking (-0.9275852, -0.07010431) 
2018-12-12T17:25:07.6545408+00:00 BallTracking (-0.9275846, -0.07012434) 
2018-12-12T17:25:07.6626816+00:00 BallTracking (-0.9275841, -0.07014442) 
2018-12-12T17:25:07.6710144+00:00 BallTracking (-0.9275838, -0.07016457) 
2018-12-12T17:25:07.6793600+00:00 BallTracking (-0.9275835, -0.07018477) 
2018-12-12T17:25:07.6876800+00:00 BallTracking (-0.9275833, -0.07020504) 
2018-12-12T17:25:07.6960256+00:00 BallTracking (-0.927583, -0.07022537) 
2018-12-12T17:25:07.7043584+00:00 BallTracking (-0.9275829, -0.07024575) 
2018-12-12T17:25:07.7126912+00:00 BallTracking (-0.9275828, -0.07026619) 
2018-12-12T17:25:07.7210240+00:00 BallTracking (-0.9275827, -0.07028669) 
2018-12-12T17:25:07.7293568+00:00 BallTracking (-0.9275827, -0.07030725) 
2018-12-12T17:25:07.7376768+00:00 BallTracking (-0.9275826, -0.07032788) 
2018-12-12T17:25:07.7460096+00:00 BallTracking (-0.9275826, -0.07034855) 
2018-12-12T17:25:07.7543552+00:00 BallTracking (-0.9275826, -0.07036924) 
2018-12-12T17:25:07.7626752+00:00 BallTracking (-0.9275825, -0.07038991) 
2018-12-12T17:25:07.7710208+00:00 BallTracking (-0.9275824, -0.07041059) 
